user_id,risk_level_es,predicted_risk_label,risk_score_high,risk_score,operational_priority_score,channel_preference,main_driver,main_drivers,recommended_action_label,action_detail,review_priority,human_review_required,commercial_suppression,audit_required,anomaly_flag,anomaly_score,alert_reason,sessions_7d,sessions_30d,deposit_amount_7d,deposit_count_7d,net_loss_7d,net_loss_30d,night_sessions_ratio_30d,loss_chasing_events_30d,cancelled_limit_recently
U008954,Alto,high,0.99994683,0.99994683,0.9999627809999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | incremento de depósitos frente al histórico | incremento de pérdidas frente al histórico | sesión máxima especialmente larga,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0610230786581816,riesgo alto predicho por el modelo,10.0,47.0,4612.84,12.0,1681.09,5539.67,0.4468085106382978,6.0,1
U003772,Alto,high,0.9999416,0.9999416,0.9999591199999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | incremento reciente de frecuencia frente al histórico | incremento de depósitos frente al histórico | pérdida neta reciente elevada,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.1005743615271193,riesgo alto predicho por el modelo,21.0,88.0,8088.71,23.0,2371.5,13801.95,0.3409090909090909,10.0,1
U006521,Alto,high,0.9999249,0.9999249,0.9999474299999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | pérdida neta reciente elevada | incremento de pérdidas frente al histórico | incremento reciente de frecuencia frente al histórico | sesiones más largas en el último mes,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0536470465970544,riesgo alto predicho por el modelo,12.0,33.0,2414.37,11.0,1441.19,4475.9,0.303030303030303,5.0,1
U006106,Alto,high,0.9999186,0.9999186,0.99994302,retail,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | cancelación reciente de límites | pérdida neta reciente elevada | incremento de depósitos frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0527941001192691,riesgo alto predicho por el modelo,8.0,57.0,4130.27,9.0,1028.4199999999998,7284.47,0.5263157894736842,12.0,1
U005297,Alto,high,0.99991333,0.99991333,0.9999393309999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | pérdida neta reciente elevada | incremento de depósitos frente al histórico | sesión máxima especialmente larga,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0396560273415774,riesgo alto predicho por el modelo,7.0,36.0,4700.24,11.0,1369.45,6921.3,0.5277777777777778,2.0,1
U005577,Alto,high,0.9998988,0.9998988,0.9999291599999999,retail,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | incremento de depósitos frente al histórico | pérdida neta reciente elevada | sesión máxima especialmente larga,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0653737516343632,riesgo alto predicho por el modelo,11.0,61.0,5219.0,12.0,2278.24,7288.92,0.4918032786885246,9.0,1
U001135,Alto,high,0.9998555,0.9998555,0.99989885,retail,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | pérdida neta reciente elevada | cancelación reciente de límites | sesión máxima especialmente larga,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0478121390435055,riesgo alto predicho por el modelo,7.0,47.0,3217.29,11.0,1277.59,6943.93,0.4893617021276595,5.0,1
U001863,Alto,high,0.9998324,0.9998324,0.9998826799999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | sesiones más largas en el último mes | incremento reciente de frecuencia frente al histórico | sesión máxima especialmente larga | pérdida neta reciente elevada,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.047813183732642,riesgo alto predicho por el modelo,9.0,37.0,4739.719999999999,12.0,1132.29,5151.28,0.2702702702702703,4.0,1
U008850,Alto,high,0.9998281,0.9998281,0.99987967,retail,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | cancelación reciente de límites | pérdida neta reciente elevada | incremento de depósitos frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0739885758830977,riesgo alto predicho por el modelo,9.0,39.0,6232.16,11.0,967.34,2205.93,0.3846153846153846,2.0,1
U004890,Alto,high,0.9998061,0.9998061,0.9998642699999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | incremento de depósitos frente al histórico | pérdida neta reciente elevada | cancelación reciente de límites,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.1046768328092278,riesgo alto predicho por el modelo,16.0,82.0,7585.08,14.0,2368.71,12429.08,0.4878048780487805,11.0,1
U006407,Alto,high,0.9996049,0.9996049,0.9997234299999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | cancelación reciente de límites | incremento de depósitos frente al histórico | sesión máxima especialmente larga,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0423179437426298,riesgo alto predicho por el modelo,8.0,31.0,3719.46,9.0,316.39000000000004,4469.05,0.5161290322580645,4.0,1
U005547,Alto,high,0.99951684,0.99951684,0.9996617879999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | pérdida neta reciente elevada | cancelación reciente de límites | incremento de pérdidas frente al histórico | incremento reciente de frecuencia frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0399162253686198,riesgo alto predicho por el modelo,9.0,34.0,2198.26,4.0,1462.72,6858.05,0.4411764705882353,4.0,1
U000915,Alto,high,0.9994766,0.9994766,0.9996336199999999,online,actividad nocturna recurrente,actividad nocturna recurrente | pérdida neta reciente elevada | incremento de pérdidas frente al histórico | sesiones más largas en el último mes | incremento reciente de frecuencia frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0346317058627029,riesgo alto predicho por el modelo,4.0,11.0,1423.67,4.0,861.23,1596.97,0.5454545454545454,1.0,1
U001085,Alto,high,0.99938023,0.99938023,0.9995661609999998,retail,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | cancelación reciente de límites | incremento de depósitos frente al histórico | sesión máxima especialmente larga | aumento de depósitos en los últimos 7 días,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0819885928839164,riesgo alto predicho por el modelo,17.0,52.0,10389.65,21.0,-704.23,1453.61,0.4038461538461538,8.0,1
U007819,Alto,high,0.9990688,0.9990688,0.9993481599999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | cancelación reciente de límites | incremento de depósitos frente al histórico | pérdida neta reciente elevada,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.1091542702541892,riesgo alto predicho por el modelo,14.0,73.0,6218.71,15.0,1511.28,10663.04,0.4246575342465753,11.0,1
U006373,Alto,high,0.9984108,0.9984108,0.9988875599999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | cancelación reciente de límites | actividad nocturna recurrente | incremento de depósitos frente al histórico | sesión máxima especialmente larga,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0656221383143924,riesgo alto predicho por el modelo,8.0,39.0,3411.84,11.0,307.98,20.06000000000006,0.4358974358974359,6.0,1
U005196,Alto,high,0.9983676,0.9983676,0.99885732,retail,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | cancelación reciente de límites | incremento de depósitos frente al histórico | sesión máxima especialmente larga,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0412025570024259,riesgo alto predicho por el modelo,8.0,44.0,3793.37,8.0,892.69,5898.95,0.3181818181818182,4.0,1
U003548,Alto,high,0.99702376,0.99702376,0.997916632,retail,actividad nocturna recurrente,actividad nocturna recurrente | pérdida neta reciente elevada | incremento de pérdidas frente al histórico | cancelación reciente de límites | sesión máxima especialmente larga,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.053646420580567,riesgo alto predicho por el modelo,7.0,24.0,4585.77,12.0,1765.91,5114.83,0.5,1.0,1
U004954,Alto,high,0.9968444,0.9968444,0.9977910799999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | cancelación reciente de límites | actividad nocturna recurrente | incremento de depósitos frente al histórico | sesión máxima especialmente larga,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0272171468252402,riesgo alto predicho por el modelo,5.0,17.0,2455.81,7.0,216.23,550.0699999999999,0.4117647058823529,4.0,1
U006439,Alto,high,0.98795474,0.98795474,0.991568318,retail,sesión máxima especialmente larga,sesión máxima especialmente larga | pérdida neta reciente elevada | incremento reciente de frecuencia frente al histórico | incremento de depósitos frente al histórico | cancelación reciente de límites,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0027266010771395,riesgo alto predicho por el modelo,13.0,32.0,1044.57,9.0,304.1,608.41,0.1875,1.0,1
U001023,Alto,high,0.98098,0.98098,0.9866859999999998,online,cancelación reciente de límites,cancelación reciente de límites | retornos rápidos después de pérdidas | avg bet amount 7d | sesión máxima especialmente larga | sesiones más largas en el último mes,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0139749787077645,riesgo alto predicho por el modelo,1.0,10.0,0.0,0.0,64.96,-245.87999999999997,0.3,2.0,1
U009952,Alto,high,0.9809254,0.9809254,0.9866477799999999,online,cancelación reciente de límites,cancelación reciente de límites | retornos rápidos después de pérdidas | avg bet amount 7d | sesión máxima especialmente larga | aumento de depósitos en los últimos 7 días,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0339938429483557,riesgo alto predicho por el modelo,1.0,9.0,536.14,1.0,31.03,558.6,0.3333333333333333,2.0,1
U003989,Alto,high,0.9747107,0.9747107,0.98229749,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | cancelación reciente de límites | avg bet amount 7d | sesión máxima especialmente larga | sesiones más largas en el último mes,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0381230019645367,riesgo alto predicho por el modelo,3.0,27.0,932.88,5.0,277.52,3240.58,0.2592592592592592,6.0,1
U007507,Alto,high,0.9270019,0.9270019,0.9489013299999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | cancelación reciente de límites | actividad nocturna recurrente | sesión máxima especialmente larga | aumento del importe apostado en los últimos 7 días,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0676892726753037,riesgo alto predicho por el modelo,10.0,38.0,4448.93,12.0,522.56,4760.91,0.5526315789473685,2.0,1
U008727,Alto,high,0.8690242,0.8690242,0.9083169400000001,online,cancelación reciente de límites,cancelación reciente de límites | pérdida neta reciente elevada | sesión máxima especialmente larga | sesiones más largas en el último mes | incremento reciente de frecuencia frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0244796596847721,riesgo alto predicho por el modelo,5.0,10.0,663.97,2.0,684.3,2793.04,0.5,0.0,1
U002211,Alto,high,0.99998677,0.99998677,0.8999907389999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | pérdida neta reciente elevada | incremento de depósitos frente al histórico | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0385145619822613,riesgo alto predicho por el modelo,13.0,35.0,6173.22,23.0,1487.7,6588.12,0.3428571428571428,5.0,0
U002921,Alto,high,0.9999862,0.9999862,0.89999034,retail,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | pérdida neta reciente elevada | incremento de depósitos frente al histórico | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0607629754008709,riesgo alto predicho por el modelo,11.0,33.0,5594.46,12.0,1295.68,3851.75,0.4848484848484848,8.0,0
U009668,Alto,high,0.99998415,0.99998415,0.8999889049999998,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | incremento de depósitos frente al histórico | pérdida neta reciente elevada | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0644706059711091,riesgo alto predicho por el modelo,17.0,63.0,6926.82,17.0,1589.45,6203.62,0.5079365079365079,13.0,0
U005749,Alto,high,0.99998343,0.99998343,0.8999884009999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | pérdida neta reciente elevada | incremento de depósitos frente al histórico | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.046915408409952,riesgo alto predicho por el modelo,12.0,34.0,5971.29,19.0,1399.5,4436.7,0.5588235294117647,6.0,0
U006176,Alto,high,0.99998176,0.99998176,0.899987232,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | pérdida neta reciente elevada | incremento de depósitos frente al histórico | incremento reciente de frecuencia frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0451765558125961,riesgo alto predicho por el modelo,11.0,56.0,5783.17,15.0,1151.6799999999998,3698.42,0.3571428571428571,6.0,0
U002570,Alto,high,0.9999815,0.9999815,0.89998705,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | pérdida neta reciente elevada | actividad nocturna recurrente | incremento de depósitos frente al histórico | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0371981580358747,riesgo alto predicho por el modelo,10.0,36.0,4254.9,6.0,1308.84,4198.42,0.3888888888888889,7.0,0
U009667,Alto,high,0.9999807,0.9999807,0.8999864899999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | pérdida neta reciente elevada | actividad nocturna recurrente | incremento de depósitos frente al histórico | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0391457838285024,riesgo alto predicho por el modelo,15.0,45.0,3527.46,13.0,1453.07,5298.57,0.4444444444444444,3.0,0
U003713,Alto,high,0.99997985,0.99997985,0.8999858949999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | incremento de depósitos frente al histórico | pérdida neta reciente elevada | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0592249629408676,riesgo alto predicho por el modelo,12.0,52.0,5118.97,14.0,2254.4,6271.63,0.4038461538461538,8.0,0
U007153,Alto,high,0.99997985,0.99997985,0.8999858949999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | pérdida neta reciente elevada | incremento de depósitos frente al histórico | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0581186382303302,riesgo alto predicho por el modelo,13.0,45.0,5476.34,13.0,2588.96,6467.36,0.5111111111111111,2.0,0
U005891,Alto,high,0.9999796,0.9999796,0.8999857199999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | incremento de depósitos frente al histórico | pérdida neta reciente elevada | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0527975995566321,riesgo alto predicho por el modelo,17.0,52.0,9121.24,22.0,1682.66,4329.06,0.4423076923076923,4.0,0
U005393,Alto,high,0.99997926,0.99997926,0.899985482,retail,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | incremento de depósitos frente al histórico | pérdida neta reciente elevada | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0630643366971283,riesgo alto predicho por el modelo,12.0,54.0,4780.48,20.0,1685.84,5648.28,0.5185185185185185,11.0,0
U005781,Alto,high,0.99997926,0.99997926,0.899985482,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | incremento de depósitos frente al histórico | pérdida neta reciente elevada | actividad nocturna recurrente | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0687800891302887,riesgo alto predicho por el modelo,16.0,53.0,5399.32,13.0,3595.94,7278.44,0.5471698113207547,7.0,0
U000410,Alto,high,0.99997914,0.99997914,0.8999853979999999,online,retornos rápidos después de pérdidas,retornos rápidos después de pérdidas | actividad nocturna recurrente | pérdida neta reciente elevada | incremento de depósitos frente al histórico | incremento de pérdidas frente al histórico,Revisión humana y pausa preventiva,"Excluir de campañas comerciales, activar revisión humana, mostrar mensaje de pausa, sugerir herramientas de autoexclusión o enfriamiento y registrar alerta para auditoría.",human_review,1,1,1,1,0.0398801730589324,riesgo alto predicho por el modelo,9.0,31.0,5178.17,12.0,1772.75,3710.73,0.4838709677419355,3.0,0
